STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,YEAR_POPES_SUB_001,Year,AREA_POPES_SUB_001,Area,MEASURE_POPES_SUB_001,Measure,OBS_VALUE,Observation value
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04400,Porirua city,POP,Population,61500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06800,Waitaki district,NETINTERNATIONAL,Net international migration,170,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05000,South Wairarapa district,NETMIG,Net migration,-10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07611,Whau local board area,NETMIG,Net migration,730,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03200,Central Hawke's Bay district,NETINTERNATIONAL,Net international migration,-40,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03500,South Taranaki district,NETMIG,Net migration,-100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05800,Hurunui district,NETINTERNATIONAL,Net international migration,40,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,01200,Hauraki district,NETINTERNATIONAL,Net international migration,40,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03300,New Plymouth district,NATINC,Natural increase,90,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06500,Mackenzie district,NETINTERNATIONAL,Net international migration,50,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,01700,Waipa district,NETINTERNAL,Net internal migration,480,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02500,Whakatane district,NETINTERNATIONAL,Net international migration,60,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02900,Wairoa district,NETINTERNAL,Net internal migration,-50,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,01900,South Waikato district,NETMIG,Net migration,-70,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,01200,Hauraki district,NATINC,Natural increase,-20,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07602,Hibiscus and Bays local board area,NETINTERNAL,Net internal migration,510,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06300,Ashburton district,NETINTERNAL,Net internal migration,-50,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07600,Auckland,NETMIG,Net migration,6300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05700,Westland district,NATINC,Natural increase,-20,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07604,Kaipātiki local board area,POP,Population,95600,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07609,Waiheke local board area,NATINC,Natural increase,10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05100,Tasman district,POP,Population,59900,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05900,Waimakariri district,NETINTERNATIONAL,Net international migration,-180,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05200,Nelson city,NETINTERNATIONAL,Net international migration,110,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05600,Grey district,NETINTERNATIONAL,Net international migration,60,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,01600,Hamilton city,NETINTERNATIONAL,Net international migration,1900,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,00100,Far North district,NETINTERNAL,Net internal migration,150,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05400,Kaikoura district,POP,Population,4340,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,01100,Thames-Coromandel district,NETINTERNATIONAL,Net international migration,-30,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07100,Dunedin city,NETINTERNATIONAL,Net international migration,-120,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,00100,Far North district,POP,Population,73700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05700,Westland district,NETINTERNAL,Net internal migration,50,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07620,Papakura local board area,NETINTERNATIONAL,Net international migration,570,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03600,Ruapehu district,NETMIG,Net migration,-90,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07619,Manurewa local board area,NETINTERNATIONAL,Net international migration,790,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02600,Kawerau district,NETINTERNAL,Net internal migration,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03200,Central Hawke's Bay district,POP,Population,15950,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02000,Waitomo district,NETINTERNAL,Net internal migration,-30,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07607,Waitākere Ranges local board area,NATINC,Natural increase,430,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02000,Waitomo district,POP,Population,9950,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06000,Christchurch city,NETINTERNATIONAL,Net international migration,980,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04400,Porirua city,NETMIG,Net migration,-580,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07200,Clutha district,NATINC,Natural increase,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05400,Kaikoura district,NETINTERNAL,Net internal migration,-20,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07610,Waitematā local board area,POP,Population,88900,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06600,Waimate district,POP,Population,8450,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07619,Manurewa local board area,NATINC,Natural increase,1100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02900,Wairoa district,NETINTERNATIONAL,Net international migration,30,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07613,Puketāpapa local board area,NATINC,Natural increase,350,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04500,Upper Hutt city,POP,Population,47400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07200,Clutha district,NETINTERNATIONAL,Net international migration,110,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07100,Dunedin city,NETMIG,Net migration,50,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,99900,Area outside territorial authority,NETMIG,Net migration,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02500,Whakatane district,NETMIG,Net migration,-90,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07605,Devonport-Takapuna local board area,NATINC,Natural increase,110,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06600,Waimate district,NETINTERNATIONAL,Net international migration,100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03400,Stratford district,NETINTERNAL,Net internal migration,40,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07616,Howick local board area,NETINTERNATIONAL,Net international migration,1800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02700,Ōpōtiki district,POP,Population,10300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07618,Ōtara-Papatoetoe local board area,NETMIG,Net migration,340,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03300,New Plymouth district,NETINTERNAL,Net internal migration,-140,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,01100,Thames-Coromandel district,NETINTERNAL,Net internal migration,80,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02500,Whakatane district,NATINC,Natural increase,140,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07000,Queenstown-Lakes district,NETINTERNAL,Net internal migration,400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03400,Stratford district,NETINTERNATIONAL,Net international migration,-10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03600,Ruapehu district,POP,Population,13450,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07000,Queenstown-Lakes district,NETMIG,Net migration,450,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07616,Howick local board area,NETINTERNAL,Net internal migration,190,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07613,Puketāpapa local board area,NETINTERNAL,Net internal migration,-300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05300,Marlborough district,NETINTERNAL,Net internal migration,70,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04100,Tararua district,NATINC,Natural increase,50,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07614,Ōrākei local board area,POP,Population,86800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,99900,Area outside territorial authority,NETINTERNATIONAL,Net international migration,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02400,Rotorua district,NETINTERNAL,Net internal migration,-360,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,01500,Matamata-Piako district,NETINTERNATIONAL,Net international migration,190,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06600,Waimate district,NATINC,Natural increase,-10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06700,Chatham Islands territory,POP,Population,620,
