"Financial Year","Decision Type","Nationality","Occupation Skill Level","Count"
"2015/16","Approved","Taiwan","Skill level 2",36
"2015/16","Approved","Taiwan","Skill level 3",27
"2015/16","Approved","Taiwan","Skill level 4",126
"2015/16","Approved","Taiwan","Skill level 5",48
"2015/16","Approved","Tajikistan","(not recorded)",0
"2015/16","Approved","Tanzania","(not recorded)",9
"2015/16","Approved","Tanzania","Skill level 1",3
"2015/16","Approved","Tanzania","Skill level 3",0
"2015/16","Approved","Tanzania","Skill level 4",0
"2015/16","Approved","Thailand","(not recorded)",1470
"2015/16","Approved","Thailand","Skill level 1",90
"2015/16","Approved","Thailand","Skill level 2",618
"2015/16","Approved","Thailand","Skill level 3",63
"2015/16","Approved","Thailand","Skill level 4",303
"2015/16","Approved","Thailand","Skill level 5",105
"2015/16","Approved","Timor Leste","(not recorded)",9
"2015/16","Approved","Timor Leste","Skill level 1",0
"2015/16","Approved","Timor Leste","Skill level 2",0
"2015/16","Approved","Timor Leste","Skill level 5",3
"2015/16","Approved","Tonga","(not recorded)",2568
"2015/16","Approved","Tonga","Skill level 1",21
"2015/16","Approved","Tonga","Skill level 2",12
"2015/16","Approved","Tonga","Skill level 3",78
"2015/16","Approved","Tonga","Skill level 4",108
"2015/16","Approved","Tonga","Skill level 5",36
"2015/16","Approved","Trinidad and Tobago","(not recorded)",6
"2015/16","Approved","Trinidad and Tobago","Skill level 1",3
"2015/16","Approved","Trinidad and Tobago","Skill level 3",3
"2015/16","Approved","Tunisia","(not recorded)",6
"2015/16","Approved","Tunisia","Skill level 1",3
"2015/16","Approved","Turkey","(not recorded)",105
"2015/16","Approved","Turkey","Skill level 1",24
"2015/16","Approved","Turkey","Skill level 2",36
"2015/16","Approved","Turkey","Skill level 3",27
"2015/16","Approved","Turkey","Skill level 4",3
"2015/16","Approved","Turkey","Skill level 5",0
"2015/16","Approved","Tuvalu","(not recorded)",117
"2015/16","Approved","Tuvalu","Skill level 1",3
"2015/16","Approved","Tuvalu","Skill level 3",3
"2015/16","Approved","Tuvalu","Skill level 4",6
"2015/16","Approved","Tuvalu","Skill level 5",3
"2015/16","Approved","Uganda","(not recorded)",9
"2015/16","Approved","Uganda","Skill level 1",3
"2015/16","Approved","Ukraine","(not recorded)",141
"2015/16","Approved","Ukraine","Skill level 1",573
"2015/16","Approved","Ukraine","Skill level 2",6
"2015/16","Approved","Ukraine","Skill level 3",237
"2015/16","Approved","Ukraine","Skill level 4",549
"2015/16","Approved","Ukraine","Skill level 5",21
"2015/16","Approved","United Arab Emirates","(not recorded)",3
"2015/16","Approved","United Arab Emirates","Skill level 1",3
"2015/16","Approved","United Arab Emirates","Skill level 4",3
"2015/16","Approved","United Kingdom","(not recorded)",16524
"2015/16","Approved","United Kingdom","Skill level 1",2526
"2015/16","Approved","United Kingdom","Skill level 2",765
"2015/16","Approved","United Kingdom","Skill level 3",1425
"2015/16","Approved","United Kingdom","Skill level 4",1065
"2015/16","Approved","United Kingdom","Skill level 5",330
"2015/16","Approved","United Nations","Skill level 1",0
"2015/16","Approved","United States of America","(not recorded)",5862
"2015/16","Approved","United States of America","Skill level 1",2070
"2015/16","Approved","United States of America","Skill level 2",168
"2015/16","Approved","United States of America","Skill level 3",336
"2015/16","Approved","United States of America","Skill level 4",348
"2015/16","Approved","United States of America","Skill level 5",117
"2015/16","Approved","Unknown","(not recorded)",75
"2015/16","Approved","Unknown","Skill level 1",18
"2015/16","Approved","Unknown","Skill level 2",21
"2015/16","Approved","Unknown","Skill level 3",12
"2015/16","Approved","Unknown","Skill level 4",6
"2015/16","Approved","Unknown","Skill level 5",0
"2015/16","Approved","Uruguay","(not recorded)",324
"2015/16","Approved","Uruguay","Skill level 1",51
"2015/16","Approved","Uruguay","Skill level 2",9
"2015/16","Approved","Uruguay","Skill level 3",9
"2015/16","Approved","Uruguay","Skill level 4",12
"2015/16","Approved","Uruguay","Skill level 5",54
"2015/16","Approved","Uzbekistan","(not recorded)",18
"2015/16","Approved","Uzbekistan","Skill level 1",6
"2015/16","Approved","Uzbekistan","Skill level 2",3
"2015/16","Approved","Uzbekistan","Skill level 3",3
"2015/16","Approved","Vanuatu","(not recorded)",3969
"2015/16","Approved","Vanuatu","Skill level 1",3
"2015/16","Approved","Vanuatu","Skill level 2",3
"2015/16","Approved","Vanuatu","Skill level 3",3
"2015/16","Approved","Vanuatu","Skill level 4",3
"2015/16","Approved","Vanuatu","Skill level 5",6
"2015/16","Approved","Venezuela","(not recorded)",30
"2015/16","Approved","Venezuela","Skill level 1",12
"2015/16","Approved","Venezuela","Skill level 2",3
"2015/16","Approved","Venezuela","Skill level 3",0
"2015/16","Approved","Venezuela","Skill level 4",3
"2015/16","Approved","Venezuela","Skill level 5",3
"2015/16","Approved","Vietnam","(not recorded)",771
"2015/16","Approved","Vietnam","Skill level 1",96
"2015/16","Approved","Vietnam","Skill level 2",126
"2015/16","Approved","Vietnam","Skill level 3",27
"2015/16","Approved","Vietnam","Skill level 4",102
"2015/16","Approved","Vietnam","Skill level 5",27
"2015/16","Approved","Yemen","(not recorded)",6
"2015/16","Approved","Yemen","Skill level 1",3
"2015/16","Approved","Zambia","(not recorded)",9
"2015/16","Approved","Zambia","Skill level 1",9
"2015/16","Approved","Zambia","Skill level 3",3
"2015/16","Approved","Zambia","Skill level 4",6
"2015/16","Approved","Zimbabwe","(not recorded)",54
"2015/16","Approved","Zimbabwe","Skill level 1",18
"2015/16","Approved","Zimbabwe","Skill level 2",6
"2015/16","Approved","Zimbabwe","Skill level 3",12
"2015/16","Approved","Zimbabwe","Skill level 4",6
"2015/16","Approved","Zimbabwe","Skill level 5",0
"2015/16","Declined","Afghanistan","(not recorded)",15
"2015/16","Declined","Afghanistan","Skill level 3",3
"2015/16","Declined","Afghanistan","Skill level 4",3
"2015/16","Declined","Afghanistan","Skill level 5",0
"2015/16","Declined","Albania","Skill level 3",0
"2015/16","Declined","Algeria","(not recorded)",3
"2015/16","Declined","American Samoa","(not recorded)",0
"2015/16","Declined","Argentina","(not recorded)",57
"2015/16","Declined","Argentina","Skill level 1",6
"2015/16","Declined","Argentina","Skill level 2",6
"2015/16","Declined","Argentina","Skill level 3",9
"2015/16","Declined","Argentina","Skill level 4",0
"2015/16","Declined","Argentina","Skill level 5",15
"2015/16","Declined","Austria","(not recorded)",0
"2015/16","Declined","Austria","Skill level 3",0
"2015/16","Declined","Azerbaijan","Skill level 2",3
"2015/16","Declined","Azerbaijan","Skill level 4",0
"2015/16","Declined","Azerbaijan","Skill level 5",0
"2015/16","Declined","Bahrain","(not recorded)",3
"2015/16","Declined","Bangladesh","(not recorded)",24
"2015/16","Declined","Bangladesh","Skill level 1",3
"2015/16","Declined","Bangladesh","Skill level 3",6
"2015/16","Declined","Bangladesh","Skill level 4",6
"2015/16","Declined","Bangladesh","Skill level 5",3
"2015/16","Declined","Barbados","Skill level 1",3
"2015/16","Declined","Belarus","(not recorded)",0
"2015/16","Declined","Belarus","Skill level 1",3
"2015/16","Declined","Belarus","Skill level 4",3
"2015/16","Declined","Belarus","Skill level 5",3
"2015/16","Declined","Belgium","(not recorded)",15
"2015/16","Declined","Belgium","Skill level 3",3
"2015/16","Declined","Belgium","Skill level 4",0
"2015/16","Declined","Bhutan","(not recorded)",0
"2015/16","Declined","Bolivia","Skill level 3",3
"2015/16","Declined","Botswana","Skill level 3",0
"2015/16","Declined","Brazil","(not recorded)",81
"2015/16","Declined","Brazil","Skill level 1",18
"2015/16","Declined","Brazil","Skill level 2",18
"2015/16","Declined","Brazil","Skill level 3",42
"2015/16","Declined","Brazil","Skill level 4",15
"2015/16","Declined","Brazil","Skill level 5",24
"2015/16","Declined","Bulgaria","(not recorded)",3
"2015/16","Declined","Bulgaria","Skill level 3",0
"2015/16","Declined","Bulgaria","Skill level 4",3
"2015/16","Declined","Cambodia","(not recorded)",15
"2015/16","Declined","Cambodia","Skill level 1",3
"2015/16","Declined","Cambodia","Skill level 2",0
"2015/16","Declined","Cambodia","Skill level 3",0
"2015/16","Declined","Cameroon","Skill level 1",0
"2015/16","Declined","Canada","(not recorded)",123
"2015/16","Declined","Canada","Skill level 1",6
"2015/16","Declined","Canada","Skill level 2",6
"2015/16","Declined","Canada","Skill level 3",6
"2015/16","Declined","Canada","Skill level 4",9
"2015/16","Declined","Canada","Skill level 5",3
"2015/16","Declined","Cayman Islands","(not recorded)",3
"2015/16","Declined","Chile","(not recorded)",60
"2015/16","Declined","Chile","Skill level 1",6
"2015/16","Declined","Chile","Skill level 2",9
"2015/16","Declined","Chile","Skill level 3",6
"2015/16","Declined","Chile","Skill level 4",6
"2015/16","Declined","Chile","Skill level 5",9
"2015/16","Declined","China","(not recorded)",552
"2015/16","Declined","China","Skill level 1",246
"2015/16","Declined","China","Skill level 2",180
"2015/16","Declined","China","Skill level 3",60
"2015/16","Declined","China","Skill level 4",27
"2015/16","Declined","China","Skill level 5",15
"2015/16","Declined","Colombia","(not recorded)",15
"2015/16","Declined","Colombia","Skill level 1",3
"2015/16","Declined","Colombia","Skill level 3",3
"2015/16","Declined","Colombia","Skill level 4",0
"2015/16","Declined","Congo","(not recorded)",0
"2015/16","Declined","Congo","Skill level 2",0
"2015/16","Declined","Croatia","(not recorded)",6
"2015/16","Declined","Croatia","Skill level 1",0
"2015/16","Declined","Croatia","Skill level 2",0
"2015/16","Declined","Croatia","Skill level 3",3
"2015/16","Declined","Croatia","Skill level 4",3
"2015/16","Declined","Croatia","Skill level 5",3
"2015/16","Declined","Cuba","Skill level 1",0
"2015/16","Declined","Czech Republic","(not recorded)",45
"2015/16","Declined","Czech Republic","Skill level 1",9
"2015/16","Declined","Czech Republic","Skill level 2",9
"2015/16","Declined","Czech Republic","Skill level 3",9
"2015/16","Declined","Czech Republic","Skill level 4",9
"2015/16","Declined","Czech Republic","Skill level 5",9
"2015/16","Declined","Democratic Republic of Congo","(not recorded)",0
"2015/16","Declined","Democratic Republic of Congo","Skill level 1",3
"2015/16","Declined","Denmark","(not recorded)",12
"2015/16","Declined","Denmark","Skill level 1",0
"2015/16","Declined","Denmark","Skill level 2",3
"2015/16","Declined","Denmark","Skill level 3",0
"2015/16","Declined","Denmark","Skill level 5",0
"2015/16","Declined","Dominican Republic","(not recorded)",0
"2015/16","Declined","Ecuador","Skill level 1",0
"2015/16","Declined","Egypt","(not recorded)",6
"2015/16","Declined","Egypt","Skill level 1",6
"2015/16","Declined","Egypt","Skill level 2",0
"2015/16","Declined","Egypt","Skill level 3",3
"2015/16","Declined","Egypt","Skill level 4",3
"2015/16","Declined","Eritrea","(not recorded)",3
"2015/16","Declined","Estonia","(not recorded)",9
"2015/16","Declined","Estonia","Skill level 1",0
"2015/16","Declined","Estonia","Skill level 3",0
"2015/16","Declined","Estonia","Skill level 4",3
"2015/16","Declined","Ethiopia","(not recorded)",3
"2015/16","Declined","Ethiopia","Skill level 3",3
"2015/16","Declined","Fiji","(not recorded)",270
"2015/16","Declined","Fiji","Skill level 1",36
"2015/16","Declined","Fiji","Skill level 2",60
"2015/16","Declined","Fiji","Skill level 3",168
"2015/16","Declined","Fiji","Skill level 4",144
"2015/16","Declined","Fiji","Skill level 5",30
"2015/16","Declined","Finland","(not recorded)",90
"2015/16","Declined","Finland","Skill level 4",3
"2015/16","Declined","France","(not recorded)",174
"2015/16","Declined","France","Skill level 1",15
"2015/16","Declined","France","Skill level 2",18
"2015/16","Declined","France","Skill level 3",15
"2015/16","Declined","France","Skill level 4",18
"2015/16","Declined","France","Skill level 5",6
"2015/16","Declined","Georgia","(not recorded)",6
"2015/16","Declined","Georgia","Skill level 3",3
"2015/16","Declined","Germany","(not recorded)",135
"2015/16","Declined","Germany","Skill level 1",12
"2015/16","Declined","Germany","Skill level 2",12
"2015/16","Declined","Germany","Skill level 3",9
"2015/16","Declined","Germany","Skill level 4",12
"2015/16","Declined","Germany","Skill level 5",9
"2015/16","Declined","Ghana","(not recorded)",0
"2015/16","Declined","Greece","(not recorded)",6
"2015/16","Declined","Greece","Skill level 1",0
"2015/16","Declined","Guatemala","(not recorded)",0
"2015/16","Declined","Hong Kong","(not recorded)",27
"2015/16","Declined","Hong Kong","Skill level 2",3
"2015/16","Declined","Hong Kong","Skill level 3",3
"2015/16","Declined","Hong Kong","Skill level 4",3
"2015/16","Declined","Hungary","(not recorded)",3
"2015/16","Declined","Hungary","Skill level 2",3
"2015/16","Declined","Hungary","Skill level 3",3
"2015/16","Declined","Iceland","(not recorded)",3
"2015/16","Declined","Iceland","Skill level 2",0
"2015/16","Declined","India","(not recorded)",1143
"2015/16","Declined","India","Skill level 1",144
"2015/16","Declined","India","Skill level 2",423
"2015/16","Declined","India","Skill level 3",138
"2015/16","Declined","India","Skill level 4",159
"2015/16","Declined","India","Skill level 5",72
"2015/16","Declined","Indonesia","(not recorded)",36
"2015/16","Declined","Indonesia","Skill level 1",3
"2015/16","Declined","Indonesia","Skill level 2",12
"2015/16","Declined","Indonesia","Skill level 3",3
"2015/16","Declined","Indonesia","Skill level 4",6
"2015/16","Declined","Indonesia","Skill level 5",6
"2015/16","Declined","Iran","(not recorded)",21
"2015/16","Declined","Iran","Skill level 1",3
"2015/16","Declined","Iran","Skill level 2",3
"2015/16","Declined","Iran","Skill level 3",0
"2015/16","Declined","Iraq","(not recorded)",9
"2015/16","Declined","Iraq","Skill level 1",3
"2015/16","Declined","Iraq","Skill level 2",0
"2015/16","Declined","Iraq","Skill level 3",0
"2015/16","Declined","Iraq","Skill level 5",0
"2015/16","Declined","Ireland","(not recorded)",60
"2015/16","Declined","Ireland","Skill level 1",15
"2015/16","Declined","Ireland","Skill level 2",6
"2015/16","Declined","Ireland","Skill level 3",24
"2015/16","Declined","Ireland","Skill level 4",12
"2015/16","Declined","Ireland","Skill level 5",9
"2015/16","Declined","Israel","(not recorded)",36
"2015/16","Declined","Israel","Skill level 1",0
"2015/16","Declined","Israel","Skill level 2",3
"2015/16","Declined","Israel","Skill level 5",0
"2015/16","Declined","Italy","(not recorded)",84
"2015/16","Declined","Italy","Skill level 1",9
"2015/16","Declined","Italy","Skill level 2",18
"2015/16","Declined","Italy","Skill level 3",21
"2015/16","Declined","Italy","Skill level 4",6
"2015/16","Declined","Italy","Skill level 5",9
"2015/16","Declined","Jamaica","(not recorded)",3
"2015/16","Declined","Jamaica","Skill level 3",12
"2015/16","Declined","Jamaica","Skill level 4",3
"2015/16","Declined","Japan","(not recorded)",456
"2015/16","Declined","Japan","Skill level 1",12
"2015/16","Declined","Japan","Skill level 2",24
"2015/16","Declined","Japan","Skill level 3",6
"2015/16","Declined","Japan","Skill level 4",12
"2015/16","Declined","Japan","Skill level 5",6
"2015/16","Declined","Jordan","(not recorded)",6
"2015/16","Declined","Jordan","Skill level 3",18
"2015/16","Declined","Kazakhstan","(not recorded)",3
"2015/16","Declined","Kazakhstan","Skill level 2",0
"2015/16","Declined","Kazakhstan","Skill level 3",0
"2015/16","Declined","Kenya","(not recorded)",3
"2015/16","Declined","Kenya","Skill level 1",0
"2015/16","Declined","Kenya","Skill level 4",0
"2015/16","Declined","Kiribati","(not recorded)",9
"2015/16","Declined","Kiribati","Skill level 4",3
"2015/16","Declined","Kiribati","Skill level 5",0
"2015/16","Declined","Kosovo - Republic of","(not recorded)",0
"2015/16","Declined","Kuwait","(not recorded)",0
