"Financial Year","Decision Type","Nationality","Institution Type","Count"
"2021/22","Approved","Bosnia & Herzegovina","Schools",3
"2021/22","Approved","Botswana","Schools",6
"2021/22","Approved","Botswana","Universities",3
"2021/22","Approved","Brazil","(not recorded)",33
"2021/22","Approved","Brazil","Polytechnics",45
"2021/22","Approved","Brazil","Private Training Establishments",105
"2021/22","Approved","Brazil","Schools",297
"2021/22","Approved","Brazil","Universities",60
"2021/22","Approved","Brunei Darussalam","Universities",15
"2021/22","Approved","Bulgaria","(not recorded)",0
"2021/22","Approved","Bulgaria","Polytechnics",3
"2021/22","Approved","Bulgaria","Schools",6
"2021/22","Approved","Cambodia","(not recorded)",6
"2021/22","Approved","Cambodia","Polytechnics",36
"2021/22","Approved","Cambodia","Private Training Establishments",18
"2021/22","Approved","Cambodia","Schools",72
"2021/22","Approved","Cambodia","Universities",81
"2021/22","Approved","Cameroon","Schools",6
"2021/22","Approved","Cameroon","Universities",3
"2021/22","Approved","Canada","(not recorded)",15
"2021/22","Approved","Canada","Polytechnics",3
"2021/22","Approved","Canada","Private Training Establishments",9
"2021/22","Approved","Canada","Schools",72
"2021/22","Approved","Canada","Universities",141
"2021/22","Approved","Chile","(not recorded)",12
"2021/22","Approved","Chile","Polytechnics",9
"2021/22","Approved","Chile","Private Training Establishments",63
"2021/22","Approved","Chile","Schools",120
"2021/22","Approved","Chile","Universities",33
"2021/22","Approved","China","(not recorded)",207
"2021/22","Approved","China","Polytechnics",972
"2021/22","Approved","China","Private Training Establishments",1119
"2021/22","Approved","China","Schools",2946
"2021/22","Approved","China","Universities",5502
"2021/22","Approved","Colombia","Polytechnics",15
"2021/22","Approved","Colombia","Private Training Establishments",54
"2021/22","Approved","Colombia","Schools",30
"2021/22","Approved","Colombia","Universities",45
"2021/22","Approved","Congo","Schools",3
"2021/22","Approved","Costa Rica","Schools",3
"2021/22","Approved","Costa Rica","Universities",0
"2021/22","Approved","Croatia","Schools",6
"2021/22","Approved","Croatia","Universities",3
"2021/22","Approved","Czech Republic","(not recorded)",3
"2021/22","Approved","Czech Republic","Private Training Establishments",3
"2021/22","Approved","Czech Republic","Schools",18
"2021/22","Approved","Czech Republic","Universities",6
"2021/22","Approved","Democratic Republic of Congo","Schools",3
"2021/22","Approved","Denmark","Schools",15
"2021/22","Approved","Denmark","Universities",6
"2021/22","Approved","Dominica","Universities",0
"2021/22","Approved","Dominican Republic","Universities",3
"2021/22","Approved","Ecuador","Polytechnics",0
"2021/22","Approved","Ecuador","Private Training Establishments",3
"2021/22","Approved","Ecuador","Schools",3
"2021/22","Approved","Ecuador","Universities",6
"2021/22","Approved","Egypt","Polytechnics",0
"2021/22","Approved","Egypt","Private Training Establishments",0
"2021/22","Approved","Egypt","Schools",39
"2021/22","Approved","Egypt","Universities",21
"2021/22","Approved","El Salvador","Private Training Establishments",3
"2021/22","Approved","El Salvador","Schools",3
"2021/22","Approved","Estonia","Schools",0
"2021/22","Approved","Estonia","Universities",3
"2021/22","Approved","Ethiopia","(not recorded)",0
"2021/22","Approved","Ethiopia","Schools",9
"2021/22","Approved","Ethiopia","Universities",3
"2021/22","Approved","Fiji","(not recorded)",183
"2021/22","Approved","Fiji","Polytechnics",51
"2021/22","Approved","Fiji","Private Training Establishments",87
"2021/22","Approved","Fiji","Schools",999
"2021/22","Approved","Fiji","Universities",78
"2021/22","Approved","Finland","(not recorded)",3
"2021/22","Approved","Finland","Polytechnics",0
"2021/22","Approved","Finland","Private Training Establishments",3
"2021/22","Approved","Finland","Schools",6
"2021/22","Approved","Finland","Universities",3
"2021/22","Approved","France","(not recorded)",12
"2021/22","Approved","France","Polytechnics",9
"2021/22","Approved","France","Private Training Establishments",15
"2021/22","Approved","France","Schools",93
"2021/22","Approved","France","Universities",84
"2021/22","Approved","Georgia","Schools",0
"2021/22","Approved","Georgia","Universities",0
"2021/22","Approved","Germany","(not recorded)",3
"2021/22","Approved","Germany","Polytechnics",15
"2021/22","Approved","Germany","Private Training Establishments",12
"2021/22","Approved","Germany","Schools",246
"2021/22","Approved","Germany","Universities",78
"2021/22","Approved","Ghana","(not recorded)",0
"2021/22","Approved","Ghana","Schools",9
"2021/22","Approved","Ghana","Universities",30
"2021/22","Approved","Greece","(not recorded)",3
"2021/22","Approved","Greece","Universities",3
"2021/22","Approved","Grenada","Universities",0
"2021/22","Approved","Guatemala","Polytechnics",0
"2021/22","Approved","Guatemala","Universities",3
"2021/22","Approved","Guyana","Universities",0
"2021/22","Approved","Hong Kong","(not recorded)",12
"2021/22","Approved","Hong Kong","Polytechnics",30
"2021/22","Approved","Hong Kong","Private Training Establishments",45
"2021/22","Approved","Hong Kong","Schools",300
"2021/22","Approved","Hong Kong","Universities",258
"2021/22","Approved","Hungary","(not recorded)",3
"2021/22","Approved","Hungary","Schools",18
"2021/22","Approved","Hungary","Universities",6
"2021/22","Approved","Iceland","Private Training Establishments",0
"2021/22","Approved","Iceland","Schools",0
"2021/22","Approved","Iceland","Universities",3
"2021/22","Approved","India","(not recorded)",369
"2021/22","Approved","India","Polytechnics",858
"2021/22","Approved","India","Private Training Establishments",1206
"2021/22","Approved","India","Schools",2124
"2021/22","Approved","India","Universities",678
"2021/22","Approved","Indonesia","(not recorded)",21
"2021/22","Approved","Indonesia","Polytechnics",60
"2021/22","Approved","Indonesia","Private Training Establishments",105
"2021/22","Approved","Indonesia","Schools",129
"2021/22","Approved","Indonesia","Universities",297
"2021/22","Approved","Iran","(not recorded)",6
"2021/22","Approved","Iran","Polytechnics",6
"2021/22","Approved","Iran","Private Training Establishments",0
"2021/22","Approved","Iran","Schools",45
"2021/22","Approved","Iran","Universities",249
"2021/22","Approved","Iraq","Schools",3
"2021/22","Approved","Iraq","Universities",9
"2021/22","Approved","Ireland","(not recorded)",3
"2021/22","Approved","Ireland","Polytechnics",6
"2021/22","Approved","Ireland","Private Training Establishments",0
"2021/22","Approved","Ireland","Schools",33
"2021/22","Approved","Ireland","Universities",9
"2021/22","Approved","Israel","(not recorded)",6
"2021/22","Approved","Israel","Polytechnics",0
"2021/22","Approved","Israel","Private Training Establishments",3
"2021/22","Approved","Israel","Schools",30
"2021/22","Approved","Israel","Universities",9
"2021/22","Approved","Italy","(not recorded)",0
"2021/22","Approved","Italy","Polytechnics",0
"2021/22","Approved","Italy","Private Training Establishments",3
"2021/22","Approved","Italy","Schools",33
"2021/22","Approved","Italy","Universities",39
"2021/22","Approved","Jamaica","Schools",0
"2021/22","Approved","Jamaica","Universities",3
"2021/22","Approved","Japan","(not recorded)",9
"2021/22","Approved","Japan","Polytechnics",36
"2021/22","Approved","Japan","Private Training Establishments",144
"2021/22","Approved","Japan","Schools",450
"2021/22","Approved","Japan","Universities",192
"2021/22","Approved","Jordan","(not recorded)",3
"2021/22","Approved","Jordan","Private Training Establishments",3
"2021/22","Approved","Jordan","Schools",24
"2021/22","Approved","Jordan","Universities",18
"2021/22","Approved","Kazakhstan","(not recorded)",3
"2021/22","Approved","Kazakhstan","Polytechnics",0
"2021/22","Approved","Kazakhstan","Private Training Establishments",0
"2021/22","Approved","Kazakhstan","Schools",33
"2021/22","Approved","Kazakhstan","Universities",9
"2021/22","Approved","Kenya","(not recorded)",6
"2021/22","Approved","Kenya","Polytechnics",6
"2021/22","Approved","Kenya","Private Training Establishments",3
"2021/22","Approved","Kenya","Schools",15
"2021/22","Approved","Kenya","Universities",9
"2021/22","Approved","Kiribati","(not recorded)",3
"2021/22","Approved","Kiribati","Polytechnics",0
"2021/22","Approved","Kiribati","Schools",36
"2021/22","Approved","Kiribati","Universities",33
"2021/22","Approved","Kuwait","Universities",12
"2021/22","Approved","Kyrgyzstan","Schools",0
"2021/22","Approved","Laos","Polytechnics",3
"2021/22","Approved","Laos","Private Training Establishments",0
"2021/22","Approved","Laos","Schools",12
"2021/22","Approved","Laos","Universities",18
"2021/22","Approved","Lebanon","(not recorded)",3
"2021/22","Approved","Lebanon","Schools",6
"2021/22","Approved","Lebanon","Universities",3
"2021/22","Approved","Lesotho","Schools",0
"2021/22","Approved","Liberia","Schools",0
"2021/22","Approved","Liberia","Universities",0
"2021/22","Approved","Libya","Schools",3
"2021/22","Approved","Lithuania","Schools",0
"2021/22","Approved","Lithuania","Universities",0
"2021/22","Approved","Luxembourg","Universities",3
"2021/22","Approved","Macau","(not recorded)",3
"2021/22","Approved","Macau","Polytechnics",3
"2021/22","Approved","Macau","Private Training Establishments",3
"2021/22","Approved","Macau","Schools",12
"2021/22","Approved","Macau","Universities",24
"2021/22","Approved","Macedonia","Schools",12
"2021/22","Approved","Macedonia","Universities",3
"2021/22","Approved","Malawi","Universities",6
"2021/22","Approved","Malaysia","(not recorded)",33
"2021/22","Approved","Malaysia","Polytechnics",36
"2021/22","Approved","Malaysia","Private Training Establishments",39
"2021/22","Approved","Malaysia","Schools",147
"2021/22","Approved","Malaysia","Universities",648
"2021/22","Approved","Maldives","(not recorded)",3
"2021/22","Approved","Maldives","Schools",9
"2021/22","Approved","Maldives","Universities",21
"2021/22","Approved","Malta","Schools",3
"2021/22","Approved","Mauritius","(not recorded)",0
"2021/22","Approved","Mauritius","Polytechnics",6
"2021/22","Approved","Mauritius","Private Training Establishments",0
"2021/22","Approved","Mauritius","Schools",3
"2021/22","Approved","Mauritius","Universities",12
"2021/22","Approved","Mexico","(not recorded)",3
"2021/22","Approved","Mexico","Polytechnics",6
"2021/22","Approved","Mexico","Private Training Establishments",9
"2021/22","Approved","Mexico","Schools",30
"2021/22","Approved","Mexico","Universities",33
"2021/22","Approved","Moldova","Private Training Establishments",3
"2021/22","Approved","Moldova","Schools",6
"2021/22","Approved","Mongolia","(not recorded)",0
"2021/22","Approved","Mongolia","Private Training Establishments",3
"2021/22","Approved","Mongolia","Schools",3
"2021/22","Approved","Mongolia","Universities",3
"2021/22","Approved","Morocco","Universities",6
"2021/22","Approved","Myanmar","(not recorded)",0
"2021/22","Approved","Myanmar","Polytechnics",0
"2021/22","Approved","Myanmar","Private Training Establishments",9
"2021/22","Approved","Myanmar","Schools",9
"2021/22","Approved","Myanmar","Universities",48
"2021/22","Approved","Namibia","(not recorded)",3
"2021/22","Approved","Namibia","Private Training Establishments",0
"2021/22","Approved","Namibia","Schools",12
"2021/22","Approved","Namibia","Universities",0
"2021/22","Approved","Nauru","(not recorded)",3
"2021/22","Approved","Nauru","Universities",3
"2021/22","Approved","Nepal","(not recorded)",24
"2021/22","Approved","Nepal","Polytechnics",60
"2021/22","Approved","Nepal","Private Training Establishments",108
"2021/22","Approved","Nepal","Schools",99
"2021/22","Approved","Nepal","Universities",36
"2021/22","Approved","Netherlands","(not recorded)",0
"2021/22","Approved","Netherlands","Private Training Establishments",3
"2021/22","Approved","Netherlands","Schools",39
"2021/22","Approved","Netherlands","Universities",18
"2021/22","Approved","Nigeria","(not recorded)",3
"2021/22","Approved","Nigeria","Polytechnics",3
"2021/22","Approved","Nigeria","Private Training Establishments",3
"2021/22","Approved","Nigeria","Schools",51
"2021/22","Approved","Nigeria","Universities",51
"2021/22","Approved","Norway","(not recorded)",0
"2021/22","Approved","Norway","Private Training Establishments",3
"2021/22","Approved","Norway","Schools",15
"2021/22","Approved","Norway","Universities",9
"2021/22","Approved","Oman","Universities",90
"2021/22","Approved","Pakistan","(not recorded)",18
"2021/22","Approved","Pakistan","Polytechnics",6
"2021/22","Approved","Pakistan","Private Training Establishments",3
"2021/22","Approved","Pakistan","Schools",105
"2021/22","Approved","Pakistan","Universities",120
"2021/22","Approved","Palau","Universities",3
"2021/22","Approved","Palestine","Private Training Establishments",3
"2021/22","Approved","Palestine","Schools",3
"2021/22","Approved","Palestine","Universities",3
"2021/22","Approved","Panama","(not recorded)",3
"2021/22","Approved","Panama","Polytechnics",3
"2021/22","Approved","Panama","Private Training Establishments",12
"2021/22","Approved","Panama","Schools",3
"2021/22","Approved","Papua New Guinea","(not recorded)",3
"2021/22","Approved","Papua New Guinea","Polytechnics",12
"2021/22","Approved","Papua New Guinea","Private Training Establishments",18
"2021/22","Approved","Papua New Guinea","Schools",36
"2021/22","Approved","Papua New Guinea","Universities",45
"2021/22","Approved","Paraguay","Private Training Establishments",3
"2021/22","Approved","Paraguay","Universities",3
"2021/22","Approved","Peru","Polytechnics",6
"2021/22","Approved","Peru","Private Training Establishments",12
"2021/22","Approved","Peru","Schools",12
"2021/22","Approved","Peru","Universities",6
"2021/22","Approved","Philippines","(not recorded)",351
"2021/22","Approved","Philippines","Polytechnics",84
"2021/22","Approved","Philippines","Private Training Establishments",171
"2021/22","Approved","Philippines","Schools",2220
"2021/22","Approved","Philippines","Universities",102
"2021/22","Approved","Poland","(not recorded)",3
"2021/22","Approved","Poland","Polytechnics",3
"2021/22","Approved","Poland","Private Training Establishments",3
"2021/22","Approved","Poland","Schools",24
"2021/22","Approved","Poland","Universities",6
"2021/22","Approved","Portugal","Schools",18
"2021/22","Approved","Portugal","Universities",3
"2021/22","Approved","Romania","(not recorded)",0
"2021/22","Approved","Romania","Schools",6
"2021/22","Approved","Romania","Universities",0
"2021/22","Approved","Russia","(not recorded)",18
"2021/22","Approved","Russia","Polytechnics",18
"2021/22","Approved","Russia","Private Training Establishments",30
"2021/22","Approved","Russia","Schools",156
"2021/22","Approved","Russia","Universities",42
"2021/22","Approved","Samoa","(not recorded)",57
"2021/22","Approved","Samoa","Polytechnics",6
"2021/22","Approved","Samoa","Private Training Establishments",3
"2021/22","Approved","Samoa","Schools",78
"2021/22","Approved","Samoa","Universities",48
"2021/22","Approved","Saudi Arabia","(not recorded)",3
"2021/22","Approved","Saudi Arabia","Polytechnics",9
"2021/22","Approved","Saudi Arabia","Private Training Establishments",0
"2021/22","Approved","Saudi Arabia","Schools",21
"2021/22","Approved","Saudi Arabia","Universities",60
"2021/22","Approved","Serbia","(not recorded)",6
"2021/22","Approved","Serbia","Schools",42
"2021/22","Approved","Serbia","Universities",0
"2021/22","Approved","Seychelles","(not recorded)",0
"2021/22","Approved","Seychelles","Universities",0
"2021/22","Approved","Singapore","(not recorded)",3
"2021/22","Approved","Singapore","Polytechnics",15
"2021/22","Approved","Singapore","Private Training Establishments",6
"2021/22","Approved","Singapore","Schools",42
"2021/22","Approved","Singapore","Universities",150
"2021/22","Approved","Slovakia","(not recorded)",0
"2021/22","Approved","Slovakia","Private Training Establishments",0
"2021/22","Approved","Slovakia","Schools",0
"2021/22","Approved","Slovenia","Schools",0
"2021/22","Approved","Solomon Islands","(not recorded)",9
"2021/22","Approved","Solomon Islands","Polytechnics",6
"2021/22","Approved","Solomon Islands","Private Training Establishments",3
"2021/22","Approved","Solomon Islands","Schools",9
"2021/22","Approved","Solomon Islands","Universities",18
"2021/22","Approved","South Africa","(not recorded)",237
"2021/22","Approved","South Africa","Polytechnics",24
"2021/22","Approved","South Africa","Private Training Establishments",39
"2021/22","Approved","South Africa","Schools",2448
"2021/22","Approved","South Africa","Universities",57
"2021/22","Approved","South Korea","(not recorded)",72
"2021/22","Approved","South Korea","Polytechnics",138
"2021/22","Approved","South Korea","Private Training Establishments",228
"2021/22","Approved","South Korea","Schools",1191
"2021/22","Approved","South Korea","Universities",393
"2021/22","Approved","Spain","(not recorded)",0
"2021/22","Approved","Spain","Private Training Establishments",6
"2021/22","Approved","Spain","Schools",45
"2021/22","Approved","Spain","Universities",21
"2021/22","Approved","Sri Lanka","(not recorded)",78
"2021/22","Approved","Sri Lanka","Polytechnics",63
"2021/22","Approved","Sri Lanka","Private Training Establishments",42
"2021/22","Approved","Sri Lanka","Schools",507
"2021/22","Approved","Sri Lanka","Universities",207
"2021/22","Approved","St Kitts - Nevis","Universities",0
"2021/22","Approved","St Lucia","Universities",3
"2021/22","Approved","Stateless","Private Training Establishments",0
"2021/22","Approved","Stateless","Schools",3
"2021/22","Approved","Sudan","(not recorded)",6
"2021/22","Approved","Sudan","Schools",3
"2021/22","Approved","Sudan","Universities",3
"2021/22","Approved","Sweden","(not recorded)",6
"2021/22","Approved","Sweden","Polytechnics",0
"2021/22","Approved","Sweden","Private Training Establishments",6
"2021/22","Approved","Sweden","Schools",12
"2021/22","Approved","Sweden","Universities",9
"2021/22","Approved","Switzerland","(not recorded)",0
"2021/22","Approved","Switzerland","Private Training Establishments",6
"2021/22","Approved","Switzerland","Schools",9
"2021/22","Approved","Switzerland","Universities",12
"2021/22","Approved","Syria","Universities",3
"2021/22","Approved","Taiwan","(not recorded)",9
"2021/22","Approved","Taiwan","Polytechnics",18
"2021/22","Approved","Taiwan","Private Training Establishments",45
"2021/22","Approved","Taiwan","Schools",87
"2021/22","Approved","Taiwan","Universities",153
"2021/22","Approved","Tanzania","Schools",3
"2021/22","Approved","Tanzania","Universities",0
"2021/22","Approved","Thailand","(not recorded)",24
"2021/22","Approved","Thailand","Polytechnics",45
"2021/22","Approved","Thailand","Private Training Establishments",192
"2021/22","Approved","Thailand","Schools",357
"2021/22","Approved","Thailand","Universities",261
"2021/22","Approved","Timor Leste","Schools",0
"2021/22","Approved","Timor Leste","Universities",9
"2021/22","Approved","Tonga","(not recorded)",102
"2021/22","Approved","Tonga","Polytechnics",9
"2021/22","Approved","Tonga","Private Training Establishments",21
"2021/22","Approved","Tonga","Schools",261
"2021/22","Approved","Tonga","Universities",36
"2021/22","Approved","Trinidad and Tobago","(not recorded)",3
"2021/22","Approved","Trinidad and Tobago","Schools",3
"2021/22","Approved","Tunisia","Universities",0
"2021/22","Approved","Turkey","Polytechnics",0
"2021/22","Approved","Turkey","Private Training Establishments",0
"2021/22","Approved","Turkey","Schools",12
"2021/22","Approved","Turkey","Universities",15
"2021/22","Approved","Tuvalu","(not recorded)",3
"2021/22","Approved","Tuvalu","Polytechnics",0
"2021/22","Approved","Tuvalu","Schools",12
"2021/22","Approved","Tuvalu","Universities",9
"2021/22","Approved","Uganda","Schools",3
"2021/22","Approved","Uganda","Universities",6
"2021/22","Approved","Ukraine","(not recorded)",126
"2021/22","Approved","Ukraine","Polytechnics",0
"2021/22","Approved","Ukraine","Private Training Establishments",0
"2021/22","Approved","Ukraine","Schools",21
"2021/22","Approved","Ukraine","Universities",6
"2021/22","Approved","United Arab Emirates","Universities",0
"2021/22","Approved","United Kingdom","(not recorded)",69
"2021/22","Approved","United Kingdom","Polytechnics",24
"2021/22","Approved","United Kingdom","Private Training Establishments",18
"2021/22","Approved","United Kingdom","Schools",459
"2021/22","Approved","United Kingdom","Universities",138
"2021/22","Approved","United States of America","(not recorded)",33
"2021/22","Approved","United States of America","Polytechnics",21
"2021/22","Approved","United States of America","Private Training Establishments",33
"2021/22","Approved","United States of America","Schools",426
"2021/22","Approved","United States of America","Universities",309
"2021/22","Approved","Unknown","Schools",6
"2021/22","Approved","Uruguay","(not recorded)",3
"2021/22","Approved","Uruguay","Polytechnics",0
"2021/22","Approved","Uruguay","Private Training Establishments",3
"2021/22","Approved","Uruguay","Schools",24
"2021/22","Approved","Uruguay","Universities",0
"2021/22","Approved","Uzbekistan","Private Training Establishments",0
"2021/22","Approved","Uzbekistan","Schools",0
"2021/22","Approved","Vanuatu","(not recorded)",3
"2021/22","Approved","Vanuatu","Private Training Establishments",3
"2021/22","Approved","Vanuatu","Schools",6
"2021/22","Approved","Vanuatu","Universities",9
"2021/22","Approved","Venezuela","(not recorded)",3
"2021/22","Approved","Venezuela","Schools",6
"2021/22","Approved","Venezuela","Universities",0
"2021/22","Approved","Vietnam","(not recorded)",33
"2021/22","Approved","Vietnam","Polytechnics",87
"2021/22","Approved","Vietnam","Private Training Establishments",228
"2021/22","Approved","Vietnam","Schools",456
"2021/22","Approved","Vietnam","Universities",513
"2021/22","Approved","Yemen","Schools",0
"2021/22","Approved","Yemen","Universities",3
"2021/22","Approved","Zambia","Schools",3
"2021/22","Approved","Zambia","Universities",3
"2021/22","Approved","Zimbabwe","(not recorded)",6
"2021/22","Approved","Zimbabwe","Polytechnics",0
"2021/22","Approved","Zimbabwe","Private Training Establishments",6
"2021/22","Approved","Zimbabwe","Schools",69
"2021/22","Approved","Zimbabwe","Universities",9
"2021/22","Declined","Afghanistan","(not recorded)",0
"2021/22","Declined","Afghanistan","Schools",3
"2021/22","Declined","Afghanistan","Universities",0
"2021/22","Declined","Argentina","Private Training Establishments",3
"2021/22","Declined","Argentina","Schools",3
"2021/22","Declined","Azerbaijan","(not recorded)",0
"2021/22","Declined","Bangladesh","Polytechnics",0
"2021/22","Declined","Bangladesh","Private Training Establishments",0
"2021/22","Declined","Bangladesh","Schools",3
"2021/22","Declined","Bangladesh","Universities",3
"2021/22","Declined","Bhutan","Schools",0
"2021/22","Declined","Brazil","(not recorded)",3
"2021/22","Declined","Brazil","Polytechnics",3
"2021/22","Declined","Brazil","Private Training Establishments",12
"2021/22","Declined","Brazil","Schools",6
"2021/22","Declined","Cambodia","Schools",0
"2021/22","Declined","Cambodia","Universities",3
"2021/22","Declined","Cameroon","Private Training Establishments",3
"2021/22","Declined","Canada","Private Training Establishments",3
"2021/22","Declined","Chile","(not recorded)",0
"2021/22","Declined","Chile","Private Training Establishments",6
"2021/22","Declined","China","(not recorded)",39
"2021/22","Declined","China","Polytechnics",21
"2021/22","Declined","China","Private Training Establishments",156
"2021/22","Declined","China","Schools",57
"2021/22","Declined","China","Universities",102
"2021/22","Declined","Colombia","(not recorded)",3
"2021/22","Declined","Colombia","Private Training Establishments",3
"2021/22","Declined","Egypt","Schools",0
"2021/22","Declined","Egypt","Universities",0
"2021/22","Declined","Fiji","(not recorded)",9
"2021/22","Declined","Fiji","Polytechnics",3
"2021/22","Declined","Fiji","Private Training Establishments",3
"2021/22","Declined","Fiji","Schools",36
"2021/22","Declined","Fiji","Universities",3
"2021/22","Declined","France","(not recorded)",0
"2021/22","Declined","France","Schools",0
"2021/22","Declined","France","Universities",3
"2021/22","Declined","Germany","(not recorded)",3
"2021/22","Declined","Germany","Private Training Establishments",3
"2021/22","Declined","Germany","Universities",3
"2021/22","Declined","Greece","Schools",0
"2021/22","Declined","Hong Kong","(not recorded)",3
"2021/22","Declined","Hong Kong","Polytechnics",3
"2021/22","Declined","Hong Kong","Private Training Establishments",3
"2021/22","Declined","Hong Kong","Schools",6
"2021/22","Declined","Hong Kong","Universities",6
"2021/22","Declined","India","(not recorded)",30
"2021/22","Declined","India","Polytechnics",42
"2021/22","Declined","India","Private Training Establishments",135
"2021/22","Declined","India","Schools",48
"2021/22","Declined","India","Universities",18
"2021/22","Declined","Indonesia","(not recorded)",3
"2021/22","Declined","Indonesia","Polytechnics",3
"2021/22","Declined","Indonesia","Private Training Establishments",6
"2021/22","Declined","Indonesia","Schools",3
"2021/22","Declined","Indonesia","Universities",9
"2021/22","Declined","Iran","(not recorded)",3
"2021/22","Declined","Iran","Polytechnics",3
"2021/22","Declined","Iran","Private Training Establishments",3
"2021/22","Declined","Iran","Schools",3
"2021/22","Declined","Iran","Universities",6
"2021/22","Declined","Italy","Private Training Establishments",0
"2021/22","Declined","Italy","Schools",0
"2021/22","Declined","Italy","Universities",0
"2021/22","Declined","Japan","(not recorded)",0
"2021/22","Declined","Japan","Polytechnics",3
"2021/22","Declined","Japan","Private Training Establishments",6
"2021/22","Declined","Japan","Schools",3
"2021/22","Declined","Japan","Universities",6
"2021/22","Declined","Kazakhstan","Private Training Establishments",0
"2021/22","Declined","Kazakhstan","Schools",3
"2021/22","Declined","Kenya","(not recorded)",0
"2021/22","Declined","Kenya","Polytechnics",0
"2021/22","Declined","Kiribati","(not recorded)",3
"2021/22","Declined","Kiribati","Universities",0
"2021/22","Declined","Malawi","Universities",0
"2021/22","Declined","Malaysia","(not recorded)",3
"2021/22","Declined","Malaysia","Polytechnics",3
"2021/22","Declined","Malaysia","Private Training Establishments",6
"2021/22","Declined","Malaysia","Schools",3
"2021/22","Declined","Malaysia","Universities",12
"2021/22","Declined","Mauritius","Polytechnics",0
"2021/22","Declined","Mexico","(not recorded)",3
"2021/22","Declined","Mexico","Private Training Establishments",6
"2021/22","Declined","Mexico","Schools",0
"2021/22","Declined","Morocco","(not recorded)",0
"2021/22","Declined","Myanmar","Schools",3
"2021/22","Declined","Myanmar","Universities",0
"2021/22","Declined","Namibia","Schools",0
"2021/22","Declined","Nepal","Polytechnics",3
"2021/22","Declined","Nepal","Private Training Establishments",12
"2021/22","Declined","Nepal","Schools",0
"2021/22","Declined","Nigeria","(not recorded)",0
"2021/22","Declined","Nigeria","Polytechnics",3
"2021/22","Declined","Nigeria","Private Training Establishments",0
"2021/22","Declined","Nigeria","Universities",0
"2021/22","Declined","Norway","Schools",0
"2021/22","Declined","Oman","Private Training Establishments",0
"2021/22","Declined","Oman","Universities",0
"2021/22","Declined","Pakistan","(not recorded)",9
"2021/22","Declined","Pakistan","Polytechnics",0
"2021/22","Declined","Pakistan","Private Training Establishments",3
"2021/22","Declined","Pakistan","Schools",9
"2021/22","Declined","Pakistan","Universities",3
"2021/22","Declined","Palestine","Schools",3
"2021/22","Declined","Palestine","Universities",0
"2021/22","Declined","Papua New Guinea","(not recorded)",0
"2021/22","Declined","Papua New Guinea","Private Training Establishments",3
"2021/22","Declined","Papua New Guinea","Schools",0
"2021/22","Declined","Papua New Guinea","Universities",6
"2021/22","Declined","Peru","Private Training Establishments",0
"2021/22","Declined","Philippines","(not recorded)",21
"2021/22","Declined","Philippines","Polytechnics",3
"2021/22","Declined","Philippines","Private Training Establishments",12
"2021/22","Declined","Philippines","Schools",51
"2021/22","Declined","Philippines","Universities",3
"2021/22","Declined","Russia","Private Training Establishments",3
"2021/22","Declined","Russia","Schools",9
"2021/22","Declined","Samoa","(not recorded)",3
"2021/22","Declined","Samoa","Schools",6
"2021/22","Declined","Samoa","Universities",6
"2021/22","Declined","Saudi Arabia","Private Training Establishments",0
"2021/22","Declined","Saudi Arabia","Schools",3
"2021/22","Declined","Saudi Arabia","Universities",3
"2021/22","Declined","Serbia","Schools",3
"2021/22","Declined","Singapore","(not recorded)",3
"2021/22","Declined","Singapore","Polytechnics",0
"2021/22","Declined","Singapore","Private Training Establishments",3
"2021/22","Declined","Singapore","Schools",0
"2021/22","Declined","Singapore","Universities",6
"2021/22","Declined","Solomon Islands","(not recorded)",0
"2021/22","Declined","Solomon Islands","Polytechnics",0
"2021/22","Declined","Solomon Islands","Schools",0
"2021/22","Declined","South Africa","(not recorded)",18
"2021/22","Declined","South Africa","Polytechnics",3
"2021/22","Declined","South Africa","Private Training Establishments",3
"2021/22","Declined","South Africa","Schools",66
"2021/22","Declined","South Korea","(not recorded)",9
"2021/22","Declined","South Korea","Polytechnics",3
"2021/22","Declined","South Korea","Private Training Establishments",15
"2021/22","Declined","South Korea","Schools",18
"2021/22","Declined","South Korea","Universities",3
"2021/22","Declined","Sri Lanka","(not recorded)",9
"2021/22","Declined","Sri Lanka","Polytechnics",6
"2021/22","Declined","Sri Lanka","Private Training Establishments",6
"2021/22","Declined","Sri Lanka","Schools",12
"2021/22","Declined","Sri Lanka","Universities",9
"2021/22","Declined","Sweden","Polytechnics",0
"2021/22","Declined","Sweden","Universities",0
"2021/22","Declined","Taiwan","Polytechnics",3
"2021/22","Declined","Taiwan","Private Training Establishments",0
"2021/22","Declined","Taiwan","Schools",0
"2021/22","Declined","Taiwan","Universities",6
"2021/22","Declined","Thailand","(not recorded)",3
"2021/22","Declined","Thailand","Polytechnics",3
"2021/22","Declined","Thailand","Private Training Establishments",18
"2021/22","Declined","Thailand","Schools",6
"2021/22","Declined","Thailand","Universities",6
"2021/22","Declined","Timor Leste","Universities",0
"2021/22","Declined","Tonga","(not recorded)",3
"2021/22","Declined","Tonga","Private Training Establishments",0
"2021/22","Declined","Tonga","Schools",6
"2021/22","Declined","Tonga","Universities",0
"2021/22","Declined","Turkey","Private Training Establishments",0
"2021/22","Declined","Turkey","Universities",0
"2021/22","Declined","Uganda","Universities",3
"2021/22","Declined","Ukraine","(not recorded)",0
