"Year Ended May","Decision Type","Nationality","Occupation Skill Level","Count"
"2021","Declined","France","Skill level 5",6
"2021","Declined","Germany","(not recorded)",60
"2021","Declined","Germany","Skill level 1",6
"2021","Declined","Germany","Skill level 2",12
"2021","Declined","Germany","Skill level 3",9
"2021","Declined","Germany","Skill level 4",9
"2021","Declined","Germany","Skill level 5",9
"2021","Declined","Ghana","(not recorded)",0
"2021","Declined","Ghana","Skill level 4",0
"2021","Declined","Hong Kong","(not recorded)",21
"2021","Declined","Hong Kong","Skill level 1",3
"2021","Declined","Hong Kong","Skill level 2",0
"2021","Declined","Hong Kong","Skill level 3",0
"2021","Declined","Hong Kong","Skill level 4",6
"2021","Declined","Hong Kong","Skill level 5",3
"2021","Declined","Hungary","(not recorded)",3
"2021","Declined","Hungary","Skill level 2",0
"2021","Declined","Hungary","Skill level 4",0
"2021","Declined","India","(not recorded)",636
"2021","Declined","India","Skill level 1",105
"2021","Declined","India","Skill level 2",402
"2021","Declined","India","Skill level 3",180
"2021","Declined","India","Skill level 4",333
"2021","Declined","India","Skill level 5",72
"2021","Declined","Indonesia","(not recorded)",33
"2021","Declined","Indonesia","Skill level 1",6
"2021","Declined","Indonesia","Skill level 2",12
"2021","Declined","Indonesia","Skill level 3",0
"2021","Declined","Indonesia","Skill level 4",3
"2021","Declined","Indonesia","Skill level 5",18
"2021","Declined","Iran","(not recorded)",9
"2021","Declined","Iran","Skill level 1",0
"2021","Declined","Iraq","(not recorded)",3
"2021","Declined","Ireland","(not recorded)",24
"2021","Declined","Ireland","Skill level 1",12
"2021","Declined","Ireland","Skill level 2",12
"2021","Declined","Ireland","Skill level 3",12
"2021","Declined","Ireland","Skill level 4",3
"2021","Declined","Ireland","Skill level 5",0
"2021","Declined","Israel","(not recorded)",3
"2021","Declined","Italy","(not recorded)",33
"2021","Declined","Italy","Skill level 1",0
"2021","Declined","Italy","Skill level 2",12
"2021","Declined","Italy","Skill level 3",9
"2021","Declined","Italy","Skill level 4",3
"2021","Declined","Italy","Skill level 5",6
"2021","Declined","Japan","(not recorded)",48
"2021","Declined","Japan","Skill level 1",3
"2021","Declined","Japan","Skill level 2",24
"2021","Declined","Japan","Skill level 3",12
"2021","Declined","Japan","Skill level 4",18
"2021","Declined","Japan","Skill level 5",6
"2021","Declined","Jordan","(not recorded)",6
"2021","Declined","Jordan","Skill level 2",6
"2021","Declined","Jordan","Skill level 3",3
"2021","Declined","Kazakhstan","(not recorded)",3
"2021","Declined","Kazakhstan","Skill level 1",0
"2021","Declined","Kenya","(not recorded)",3
"2021","Declined","Kenya","Skill level 1",3
"2021","Declined","Kiribati","(not recorded)",3
"2021","Declined","Kiribati","Skill level 2",3
"2021","Declined","Kuwait","(not recorded)",0
"2021","Declined","Laos","(not recorded)",0
"2021","Declined","Latvia","(not recorded)",3
"2021","Declined","Latvia","Skill level 4",0
"2021","Declined","Lebanon","Skill level 3",0
"2021","Declined","Lithuania","(not recorded)",6
"2021","Declined","Lithuania","Skill level 2",0
"2021","Declined","Lithuania","Skill level 3",0
"2021","Declined","Macedonia","(not recorded)",3
"2021","Declined","Macedonia","Skill level 2",3
"2021","Declined","Malaysia","(not recorded)",42
"2021","Declined","Malaysia","Skill level 1",9
"2021","Declined","Malaysia","Skill level 2",15
"2021","Declined","Malaysia","Skill level 3",15
"2021","Declined","Malaysia","Skill level 4",3
"2021","Declined","Malaysia","Skill level 5",0
"2021","Declined","Malta","(not recorded)",0
"2021","Declined","Mauritius","Skill level 1",3
"2021","Declined","Mauritius","Skill level 2",3
"2021","Declined","Mauritius","Skill level 4",3
"2021","Declined","Mexico","(not recorded)",6
"2021","Declined","Mexico","Skill level 1",0
"2021","Declined","Mexico","Skill level 2",3
"2021","Declined","Mexico","Skill level 3",3
"2021","Declined","Mexico","Skill level 4",3
"2021","Declined","Mexico","Skill level 5",3
"2021","Declined","Moldova","(not recorded)",0
"2021","Declined","Moldova","Skill level 1",0
"2021","Declined","Mongolia","Skill level 3",0
"2021","Declined","Myanmar","(not recorded)",3
"2021","Declined","Myanmar","Skill level 1",0
"2021","Declined","Myanmar","Skill level 3",3
"2021","Declined","Namibia","(not recorded)",0
"2021","Declined","Namibia","Skill level 3",3
"2021","Declined","Nepal","(not recorded)",27
"2021","Declined","Nepal","Skill level 1",0
"2021","Declined","Nepal","Skill level 2",12
"2021","Declined","Nepal","Skill level 3",9
"2021","Declined","Nepal","Skill level 4",9
"2021","Declined","Nepal","Skill level 5",3
"2021","Declined","Netherlands","(not recorded)",18
"2021","Declined","Netherlands","Skill level 1",9
"2021","Declined","Netherlands","Skill level 2",3
"2021","Declined","Netherlands","Skill level 3",3
"2021","Declined","Netherlands","Skill level 4",3
"2021","Declined","Nigeria","(not recorded)",6
"2021","Declined","Norway","(not recorded)",3
"2021","Declined","Pakistan","(not recorded)",12
"2021","Declined","Pakistan","Skill level 1",6
"2021","Declined","Pakistan","Skill level 2",6
"2021","Declined","Pakistan","Skill level 3",3
"2021","Declined","Pakistan","Skill level 5",3
"2021","Declined","Palestine","(not recorded)",3
"2021","Declined","Papua New Guinea","(not recorded)",3
"2021","Declined","Papua New Guinea","Skill level 3",3
"2021","Declined","Papua New Guinea","Skill level 4",3
"2021","Declined","Papua New Guinea","Skill level 5",30
"2021","Declined","Peru","(not recorded)",6
"2021","Declined","Peru","Skill level 2",0
"2021","Declined","Peru","Skill level 3",3
"2021","Declined","Peru","Skill level 4",3
"2021","Declined","Peru","Skill level 5",0
"2021","Declined","Philippines","(not recorded)",270
"2021","Declined","Philippines","Skill level 1",54
"2021","Declined","Philippines","Skill level 2",48
"2021","Declined","Philippines","Skill level 3",249
"2021","Declined","Philippines","Skill level 4",168
"2021","Declined","Philippines","Skill level 5",69
"2021","Declined","Poland","(not recorded)",9
"2021","Declined","Poland","Skill level 1",0
"2021","Declined","Poland","Skill level 2",0
"2021","Declined","Poland","Skill level 4",3
"2021","Declined","Portugal","(not recorded)",3
"2021","Declined","Portugal","Skill level 1",0
"2021","Declined","Portugal","Skill level 2",3
"2021","Declined","Portugal","Skill level 3",3
"2021","Declined","Portugal","Skill level 4",3
"2021","Declined","Romania","(not recorded)",3
"2021","Declined","Russia","(not recorded)",36
"2021","Declined","Russia","Skill level 1",9
"2021","Declined","Russia","Skill level 2",3
"2021","Declined","Russia","Skill level 3",6
"2021","Declined","Russia","Skill level 4",3
"2021","Declined","Samoa","(not recorded)",96
"2021","Declined","Samoa","Skill level 2",3
"2021","Declined","Samoa","Skill level 3",12
"2021","Declined","Samoa","Skill level 4",12
"2021","Declined","Samoa","Skill level 5",180
"2021","Declined","Saudi Arabia","(not recorded)",3
"2021","Declined","Saudi Arabia","Skill level 2",3
"2021","Declined","Serbia","(not recorded)",0
"2021","Declined","Serbia","Skill level 2",3
"2021","Declined","Serbia","Skill level 3",0
"2021","Declined","Singapore","(not recorded)",6
"2021","Declined","Singapore","Skill level 1",0
"2021","Declined","Singapore","Skill level 3",3
"2021","Declined","Singapore","Skill level 5",0
"2021","Declined","Slovakia","(not recorded)",3
"2021","Declined","Slovakia","Skill level 4",3
"2021","Declined","Slovenia","(not recorded)",3
"2021","Declined","Slovenia","Skill level 1",0
"2021","Declined","Solomon Islands","(not recorded)",6
"2021","Declined","Solomon Islands","Skill level 5",45
"2021","Declined","South Africa","(not recorded)",126
"2021","Declined","South Africa","Skill level 1",33
"2021","Declined","South Africa","Skill level 2",33
"2021","Declined","South Africa","Skill level 3",57
"2021","Declined","South Africa","Skill level 4",18
"2021","Declined","South Africa","Skill level 5",15
"2021","Declined","South Korea","(not recorded)",54
"2021","Declined","South Korea","Skill level 1",6
"2021","Declined","South Korea","Skill level 2",96
"2021","Declined","South Korea","Skill level 3",12
"2021","Declined","South Korea","Skill level 4",15
"2021","Declined","South Korea","Skill level 5",12
"2021","Declined","Spain","(not recorded)",9
"2021","Declined","Spain","Skill level 1",6
"2021","Declined","Spain","Skill level 4",3
"2021","Declined","Spain","Skill level 5",3
"2021","Declined","Sri Lanka","(not recorded)",39
"2021","Declined","Sri Lanka","Skill level 1",6
"2021","Declined","Sri Lanka","Skill level 2",18
"2021","Declined","Sri Lanka","Skill level 3",24
"2021","Declined","Sri Lanka","Skill level 4",3
"2021","Declined","Sri Lanka","Skill level 5",3
"2021","Declined","Sweden","(not recorded)",3
"2021","Declined","Sweden","Skill level 1",0
"2021","Declined","Sweden","Skill level 4",3
"2021","Declined","Switzerland","(not recorded)",6
"2021","Declined","Switzerland","Skill level 1",3
"2021","Declined","Switzerland","Skill level 3",3
"2021","Declined","Switzerland","Skill level 5",0
"2021","Declined","Syria","(not recorded)",6
"2021","Declined","Taiwan","(not recorded)",9
"2021","Declined","Taiwan","Skill level 1",0
"2021","Declined","Taiwan","Skill level 2",3
"2021","Declined","Taiwan","Skill level 3",3
"2021","Declined","Taiwan","Skill level 4",0
"2021","Declined","Taiwan","Skill level 5",0
"2021","Declined","Thailand","(not recorded)",57
"2021","Declined","Thailand","Skill level 1",6
"2021","Declined","Thailand","Skill level 2",39
"2021","Declined","Thailand","Skill level 3",9
"2021","Declined","Thailand","Skill level 4",3
"2021","Declined","Thailand","Skill level 5",69
"2021","Declined","Tonga","(not recorded)",93
"2021","Declined","Tonga","Skill level 1",3
"2021","Declined","Tonga","Skill level 3",21
"2021","Declined","Tonga","Skill level 4",6
"2021","Declined","Tonga","Skill level 5",60
"2021","Declined","Trinidad and Tobago","Skill level 3",0
"2021","Declined","Turkey","(not recorded)",12
"2021","Declined","Turkey","Skill level 1",0
"2021","Declined","Turkey","Skill level 2",3
"2021","Declined","Turkey","Skill level 3",0
"2021","Declined","Tuvalu","(not recorded)",3
"2021","Declined","Tuvalu","Skill level 3",3
"2021","Declined","Tuvalu","Skill level 5",3
"2021","Declined","Ukraine","(not recorded)",3
"2021","Declined","Ukraine","Skill level 1",6
"2021","Declined","Ukraine","Skill level 2",3
"2021","Declined","Ukraine","Skill level 3",0
"2021","Declined","Ukraine","Skill level 4",0
"2021","Declined","United Arab Emirates","Skill level 4",0
"2021","Declined","United Kingdom","(not recorded)",270
"2021","Declined","United Kingdom","Skill level 1",60
"2021","Declined","United Kingdom","Skill level 2",48
"2021","Declined","United Kingdom","Skill level 3",66
"2021","Declined","United Kingdom","Skill level 4",66
"2021","Declined","United Kingdom","Skill level 5",33
"2021","Declined","United States of America","(not recorded)",114
"2021","Declined","United States of America","Skill level 1",21
"2021","Declined","United States of America","Skill level 2",15
"2021","Declined","United States of America","Skill level 3",12
"2021","Declined","United States of America","Skill level 4",15
"2021","Declined","United States of America","Skill level 5",6
"2021","Declined","Unknown","(not recorded)",0
"2021","Declined","Unknown","Skill level 5",0
"2021","Declined","Uruguay","(not recorded)",6
"2021","Declined","Uruguay","Skill level 1",0
"2021","Declined","Uruguay","Skill level 2",0
"2021","Declined","Uruguay","Skill level 3",3
"2021","Declined","Uruguay","Skill level 4",6
"2021","Declined","Uruguay","Skill level 5",6
"2021","Declined","Uzbekistan","(not recorded)",0
"2021","Declined","Uzbekistan","Skill level 2",0
"2021","Declined","Vanuatu","(not recorded)",84
"2021","Declined","Vanuatu","Skill level 5",378
"2021","Declined","Venezuela","(not recorded)",3
"2021","Declined","Venezuela","Skill level 2",0
"2021","Declined","Vietnam","(not recorded)",57
"2021","Declined","Vietnam","Skill level 1",6
"2021","Declined","Vietnam","Skill level 2",6
"2021","Declined","Vietnam","Skill level 3",3
"2021","Declined","Vietnam","Skill level 4",12
"2021","Declined","Virgin Islands, USA","(not recorded)",0
"2021","Declined","Yemen","(not recorded)",0
"2021","Declined","Zambia","(not recorded)",3
"2021","Declined","Zimbabwe","(not recorded)",6
"2021","Declined","Zimbabwe","Skill level 1",0
"2021","Declined","Zimbabwe","Skill level 3",3
"2021","Declined","Zimbabwe","Skill level 4",0
"2022","Approved","Afghanistan","(not recorded)",156
"2022","Approved","Albania","(not recorded)",9
"2022","Approved","Albania","Skill level 2",0
"2022","Approved","Albania","Skill level 3",6
"2022","Approved","Algeria","(not recorded)",3
"2022","Approved","Algeria","Skill level 1",3
"2022","Approved","American Samoa","(not recorded)",0
"2022","Approved","Andorra","(not recorded)",3
"2022","Approved","Argentina","(not recorded)",1410
"2022","Approved","Argentina","Skill level 1",141
"2022","Approved","Argentina","Skill level 2",153
"2022","Approved","Argentina","Skill level 3",138
"2022","Approved","Argentina","Skill level 4",129
"2022","Approved","Argentina","Skill level 5",303
"2022","Approved","Armenia","(not recorded)",0
"2022","Approved","Austria","(not recorded)",150
"2022","Approved","Austria","Skill level 1",12
"2022","Approved","Austria","Skill level 2",0
"2022","Approved","Austria","Skill level 3",3
"2022","Approved","Austria","Skill level 4",3
"2022","Approved","Austria","Skill level 5",0
"2022","Approved","Azerbaijan","(not recorded)",0
"2022","Approved","Azerbaijan","Skill level 1",3
"2022","Approved","Bahrain","(not recorded)",0
"2022","Approved","Bahrain","Skill level 1",0
"2022","Approved","Bangladesh","(not recorded)",228
"2022","Approved","Bangladesh","Skill level 1",39
"2022","Approved","Bangladesh","Skill level 2",108
"2022","Approved","Bangladesh","Skill level 3",168
"2022","Approved","Bangladesh","Skill level 4",78
"2022","Approved","Bangladesh","Skill level 5",27
"2022","Approved","Barbados","(not recorded)",3
"2022","Approved","Belarus","(not recorded)",15
"2022","Approved","Belarus","Skill level 1",3
"2022","Approved","Belarus","Skill level 3",3
"2022","Approved","Belarus","Skill level 5",3
"2022","Approved","Belgium","(not recorded)",390
"2022","Approved","Belgium","Skill level 1",24
"2022","Approved","Belgium","Skill level 2",15
"2022","Approved","Belgium","Skill level 3",15
"2022","Approved","Belgium","Skill level 4",9
"2022","Approved","Belgium","Skill level 5",3
"2022","Approved","Belize","(not recorded)",0
"2022","Approved","Bhutan","(not recorded)",9
"2022","Approved","Bhutan","Skill level 1",0
"2022","Approved","Bolivia","(not recorded)",3
"2022","Approved","Bolivia","Skill level 1",0
"2022","Approved","Bolivia","Skill level 2",0
"2022","Approved","Bolivia","Skill level 3",3
"2022","Approved","Bolivia","Skill level 5",0
"2022","Approved","Bosnia & Herzegovina","(not recorded)",3
"2022","Approved","Bosnia & Herzegovina","Skill level 1",0
"2022","Approved","Bosnia & Herzegovina","Skill level 3",3
"2022","Approved","Botswana","(not recorded)",3
"2022","Approved","Botswana","Skill level 1",3
"2022","Approved","Botswana","Skill level 3",0
"2022","Approved","Botswana","Skill level 4",0
"2022","Approved","Brazil","(not recorded)",1410
